window_id,start_time,end_time,center_lat,center_lon,start_lat,start_lon,end_lat,end_lon,avg_speed,speed_std,min_speed,max_speed,distance,avg_slope,slope_std,max_slope,min_slope,avg_cross_slope,cross_slope_std,max_cross_slope,min_cross_slope,dominant_landcover,sample_count
0,2021-11-26 16:12:15.864107910,2021-11-26 16:12:45.864107910,56.97230893223141,-4.427442780165289,56.9723065,-4.4274533,56.9723191,-4.4274376,0.17085975356323624,0.09989327735798487,0.0099999997764825,0.4140048175867786,7.801573717599897,3.3632278006458662,0.0,3.3632278006458662,3.3632278006458662,5.454099066375813,8.918714851915906e-16,5.4540990663758135,5.4540990663758135,40.0,121
1,2021-11-26 16:12:45.864107910,2021-11-26 16:13:15.864107910,56.97232021166666,-4.427459271666667,56.9723182,-4.4274392,56.9723229,-4.427473099999999,0.18481501703643144,0.1383458321531883,0.0141421353076294,0.6688796511135314,9.178500876250375,3.327656743705147,0.09106900475709763,3.3632278006458662,3.096444873590468,5.516164923896551,0.15890098186368518,5.919592997781348,5.4540990663758135,40.0,120
2,2021-11-26 16:13:15.864107910,2021-11-26 16:13:45.864107910,56.97231302416667,-4.427471625833333,56.972323,-4.4274733,56.9723046,-4.4274914,0.2630107574724701,0.18164144820220546,0.0399999991059303,0.7499999642372133,11.854589274854039,3.2187203818241934,0.13348484223253923,3.3632278006458662,3.096444873590468,5.7062416125538125,0.23290989674526433,5.919592997781348,5.4540990663758135,40.0,120
3,2021-11-26 16:13:45.864107910,2021-11-26 16:14:15.864107910,56.97231547083334,-4.427474044166667,56.9723049,-4.427491,56.9723233,-4.4274692,0.1452345939547214,0.08926541191556778,0.0141421353076294,0.4614108537857012,7.560940319465971,3.2253899550005776,0.1338763215574,3.3632278006458662,3.096444873590468,5.694604264268674,0.2335929661305687,5.919592997781348,5.4540990663758135,40.0,120
4,2021-11-26 16:14:15.864107910,2021-11-26 16:14:45.864107910,56.97232289666667,-4.427459741666667,56.9723228,-4.4274692,56.9723176,-4.4274492,0.21193538342899707,0.1455706461625426,0.0099999997764825,0.6603786781067079,11.505051851452327,3.361004609587071,0.024353837850916157,3.3632278006458662,3.096444873590468,5.4579781824708595,0.042493587768762296,5.919592997781348,5.4540990663758135,40.0,120
5,2021-11-26 16:14:45.864107910,2021-11-26 16:15:15.864107910,56.97232634500001,-4.427436666666667,56.9723186,-4.427448,56.9723455,-4.4274138,0.31896561653578515,0.22346791923467205,0.0316227758948595,0.8713208332028577,12.884080142864367,3.3632278006458662,0.0,3.3632278006458662,3.3632278006458662,5.4540990663758135,0.0,5.4540990663758135,5.4540990663758135,40.0,120
6,2021-11-26 16:15:15.864107910,2021-11-26 16:15:45.864107910,56.972367919166665,-4.427413578333333,56.9723463,-4.4274121,56.9723619,-4.427426,0.2995834204594607,0.13282237587312423,0.0538516451382442,0.6660330306388089,17.276919727570515,3.3632278006458662,0.0,3.3632278006458662,3.3632278006458662,5.4540990663758135,0.0,5.4540990663758135,5.4540990663758135,40.0,120
7,2021-11-26 16:15:45.864107910,2021-11-26 16:16:15.864107910,56.972343540000004,-4.4274458008333335,56.9723624,-4.4274241,56.9723195,-4.427473099999999,0.18349935620969687,0.12184016406673777,0.0141421353076294,0.6648307829510149,12.320521777835449,3.361004609587071,0.024353837850916157,3.3632278006458662,3.096444873590468,5.4579781824708595,0.04249358776876228,5.919592997781348,5.4540990663758135,40.0,120
8,2021-11-26 16:16:15.864107910,2021-11-26 16:16:45.864107910,56.97233362250001,-4.427405858333333,56.9723181,-4.4274746,56.9724352,-4.4271003,1.1211397183380787,1.224819552078851,0.0223606792751976,3.60006947576187,35.286394645175356,4.917133661035901,2.4308404884595003,6.670703858381224,0.11946483373199883,2.4131848700014458,2.742523581364396,6.406576778466026,0.36230118457507154,40.0,120
9,2021-11-26 16:16:45.864107910,2021-11-26 16:17:15.864107910,56.972703474999996,-4.427562701666667,56.9724404,-4.4270938,56.9730026,-4.4280203,3.32821481248883,0.32378512734992515,2.660864440900604,4.0797303442807324,99.3997364040914,5.851995100577384,1.2703309974347365,7.6049126704748105,3.4295321843624724,3.939609282684523,1.991096094349891,6.76065280909553,0.027949847544380096,40.0,120
10,2021-11-26 16:17:15.864107910,2021-11-26 16:17:45.864107910,56.973347940000004,-4.4278139375,56.9730098,-4.428018499999999,56.9735993,-4.427548799999999,2.496620967416871,0.8370005187507049,1.0381232939263465,3.567421980598184,75.5365898822476,5.950861156838067,0.8365963342169381,7.108525164324019,4.293065966733287,4.491623078346689,0.953937977259148,6.081333550531131,2.6858978914750344,40.0,120
11,2021-11-26 16:17:45.864107910,2021-11-26 16:18:15.864107910,56.9741919025,-4.426806328333333,56.9736064,-4.4275421,56.9748965,-4.4255664,6.286785175393703,2.0273926830483977,3.100983667649872,8.503087532047832,191.11704827765828,4.105016846098024,1.2796278781113997,5.483798918804519,1.5142549204352018,4.656434325430338,0.42008247433435447,5.509372462090901,3.9978308930312143,40.0,120
12,2021-11-26 16:18:15.864107910,2021-11-26 16:18:45.864107910,56.97545422333333,-4.423945185,56.9749072,-4.4255418,56.9759973,-4.42281,7.336951855195364,0.9151632159116316,5.389062689838984,8.766327565588563,220.10352411209436,1.7513437885973178,0.828633180210341,3.6879419222204906,0.8250587484789117,3.51881739377557,1.127546730278035,4.338891241950747,0.02184836793802494,40.0,120
13,2021-11-26 16:18:45.864107910,2021-11-26 16:19:15.864107910,56.97649428583333,-4.422123148333332,56.9760121,-4.4228131,56.9769071,-4.4214402,4.80160112367046,0.8753230872263367,3.9496960628527495,7.380331608476231,141.725701725646,1.4135460871007397,0.8893629776231294,3.6879970765677457,0.013488819239904628,2.633788166067641,0.9871171327981322,3.870518633132807,0.008398576110265822,40.0,120
14,2021-11-26 16:19:15.864107910,2021-11-26 16:19:45.864107910,56.9775495025,-4.421211419166667,56.9769167,-4.4214382,56.9780664,-4.420471,5.215963554053396,0.37870585491688796,4.51701207584383,5.966573452177003,156.61490727639693,1.4286288048970996,0.5978293536457441,2.1391380033515066,0.019448110790927977,1.771097400564337,0.41087561766772984,2.667601463841828,1.220310242601358,40.0,120
15,2021-11-26 16:19:45.864107910,2021-11-26 16:20:15.864107910,56.97778827916667,-4.419370213333333,56.9780711,-4.420452099999999,56.9773036,-4.4183438,5.391873696920677,0.48546014989045494,4.2299526304834725,6.141856280059875,162.89162792593157,2.905943872937799,0.4301125924360789,3.4989567782876487,1.967233148126365,1.3918004406856104,0.735011786486992,2.373157036159823,0.0005353950736050865,40.0,120
16,2021-11-26 16:20:15.864107910,2021-11-26 16:20:45.864107910,56.97758837333333,-4.4177598158333335,56.9772962,-4.4183273,56.9781695,-4.417495199999999,4.445053334188747,0.5679972497892397,3.1829074198034277,5.338351577257581,135.98116359533296,3.765792965092768,1.3159820437201175,5.621733244671564,0.12754733520810668,2.374050484795911,1.436912648376929,5.065895174585136,0.49294607801895546,40.0,120
17,2021-11-26 16:20:45.864107910,2021-11-26 16:21:15.864107910,56.979030815833326,-4.417143161666667,56.9781778,-4.4174852,56.9799102,-4.416624,6.692498971423862,0.6217215232931753,4.983813571376186,7.974590652052941,201.53962798265076,2.3074320630683745,0.6485841432056241,4.691706961536625,1.4151091296527976,0.7114542458105017,0.6881131807588693,2.21101757720186,0.00197992526891611,40.0,120
