window_id,start_time,end_time,center_lat,center_lon,start_lat,start_lon,end_lat,end_lon,avg_speed,speed_std,min_speed,max_speed,distance,avg_slope,slope_std,max_slope,min_slope,avg_cross_slope,cross_slope_std,max_cross_slope,min_cross_slope,dominant_landcover,sample_count
0,2021-11-27 16:04:30.452397949,2021-11-27 16:05:00.452397949,56.96288105041323,-4.408913941322314,56.9628807,-4.4089044,56.9628794,-4.4089315,0.07507573711596664,0.11440059434820417,0.0,0.814002425761323,5.2618177117168665,1.015006762995098,2.2296787129789765e-16,1.0150067629950983,1.0150067629950983,3.882298137873528,8.918714851915906e-16,3.882298137873529,3.882298137873529,20.0,121
1,2021-11-27 16:05:00.452397949,2021-11-27 16:05:30.452397949,56.96250498833333,-4.409158689166666,56.9628778,-4.408935,56.9620198,-4.4091817,3.297794126021888,0.7389789839074894,0.9021085913002204,4.264387411554874,101.9386783193722,2.5349660634095432,1.410943500644522,4.340412096533918,0.05796638380443388,2.6658009503026445,1.4245501881195386,4.127553064460189,0.0006135054256878844,20.0,120
2,2021-11-27 16:05:30.452397949,2021-11-27 16:06:00.452397949,56.961461289075615,-4.408580832773109,56.9620127,-4.4091741,56.9609081,-4.4079916,4.78369072915743,0.4187453613264247,3.661365787059661,5.684804242554109,143.3400350428889,3.0711991720089564,0.7788547422414469,3.770937928262496,1.2123211249390478,2.2424139354794206,0.5964100550750359,3.0199271085233748,1.107065238301589,40.0,119
3,2021-11-27 16:06:00.452397949,2021-11-27 16:06:30.452397949,56.96028688595041,-4.4072389446281,56.9608971,-4.4079828,56.9596978,-4.4063667,5.554248907636674,0.26912593126875634,5.044858658855076,6.1966602472057,167.532886307962,0.565123076301073,0.7073489916977794,1.7759983070548597,0.0,0.4486475636722283,0.5540424647997133,1.326959443934431,0.0,40.0,121
4,2021-11-27 16:06:30.452397949,2021-11-27 16:07:00.452397949,56.959087324166674,-4.405399454166667,56.9596865,-4.406350199999999,56.9584906,-4.404450499999999,5.946268415195266,0.23838824865171154,5.441773668324727,6.594118409018989,177.5859588909396,3.3903899368729586,0.603950586568064,3.918785596298746,1.7397121063682992,0.6138381951404949,0.27983827423841895,1.153811316318431,0.1602923264657053,40.0,120
5,2021-11-27 16:07:00.452397949,2021-11-27 16:07:30.452397949,56.95785087166667,-4.403533170833334,56.9584804,-4.4044338,56.9572707,-4.4025699,5.989574956334568,0.2811798876401477,5.368090857440414,6.609485321725831,178.40368788419926,2.8200414201115698,0.9324975985343319,3.888567497636392,1.4686796712894,0.5157973768746864,0.5258220717756609,1.4084941722047795,0.0012106026046801957,40.0,120
6,2021-11-27 16:07:30.452397949,2021-11-27 16:08:00.452397949,56.95676732916666,-4.4015696925,56.9572621,-4.4025526,56.9562816,-4.4006354,5.377842190033472,0.2286911282538126,4.866949676806865,5.7320327356406,160.85413224663677,1.7990624767388321,0.46806749490175487,2.3024722054539035,0.6760917310259003,0.8353862318982647,0.5559701096779649,1.897759376022311,0.056698610693912396,40.0,120
7,2021-11-27 16:08:00.452397949,2021-11-27 16:08:30.452397949,56.955731154999995,-4.399830024999999,56.9562733,-4.4006221,56.9551776,-4.3990696,5.1533719411890555,0.1449569495378915,4.848133472800616,5.482052600485772,155.29529763488028,0.9588933585473249,0.4194001121818716,1.6434402152728405,0.4244805536740732,1.7755507620798192,0.21306850405062336,1.9929460947865278,1.3548363815275952,40.0,120
8,2021-11-27 16:08:30.452397949,2021-11-27 16:09:00.452397949,56.954585349999995,-4.3982567425,56.9551684,-4.3990567,56.9539642,-4.3974268,5.590187763890618,0.33765028401260416,5.013790633636836,6.35991327647996,167.74778322137627,1.1927021978858394,0.43187028349467255,1.5254656990024367,0.28604257719487985,1.2244897347227874,0.23736786366247678,1.4892928138925823,0.862739834382305,40.0,120
9,2021-11-27 16:09:00.452397949,2021-11-27 16:09:30.452397949,56.95333483416667,-4.396602705,56.9539535,-4.397412,56.9526896,-4.3957971,5.81627636244428,0.21660869832079704,5.464000312745824,6.325100770954236,172.8582752101837,2.3605732667076484,0.36069272080705006,2.874278053612868,1.3976136317488994,1.9735385390873594,0.5718987502172957,2.725203363321986,0.8551179205530031,40.0,120
