window_id,start_time,end_time,center_lat,center_lon,start_lat,start_lon,end_lat,end_lon,avg_speed,speed_std,min_speed,max_speed,distance,avg_slope,slope_std,max_slope,min_slope,avg_cross_slope,cross_slope_std,max_cross_slope,min_cross_slope,dominant_landcover,sample_count
0,2021-11-27 15:24:15.949721924,2021-11-27 15:24:45.949721924,56.962927388429755,-4.408787547933884,56.9629278,-4.4087809,56.9629274,-4.4087852,0.09952360715889953,0.05958195726926596,0.0,0.275862274197901,11.791497080633453,0.3437581574281481,0.0,0.3437581574281481,0.3437581574281481,3.9980380050049136,8.918714851915906e-16,3.9980380050049127,3.9980380050049127,20.0,121
1,2021-11-27 15:24:45.949721924,2021-11-27 15:25:15.949721924,56.96292147916667,-4.408794015833334,56.9629269,-4.4087853,56.9629305,-4.4087931,0.10716394675998989,0.0933101123665301,0.0141421353076294,0.5069516534147572,12.44574913224816,0.3437581574281481,0.0,0.3437581574281481,0.3437581574281481,3.9980380050049136,8.919024545644905e-16,3.9980380050049127,3.9980380050049127,20.0,120
2,2021-11-27 15:25:15.949721924,2021-11-27 15:25:45.949721924,56.962935333333334,-4.408798625833333,56.9629302,-4.4087941,56.9629407,-4.408796,0.08677661256222623,0.05910951809219142,0.0099999997764825,0.2687005734791401,8.382598195154758,0.3437581574281481,0.0,0.3437581574281481,0.3437581574281481,3.9980380050049136,8.919024545644905e-16,3.9980380050049127,3.9980380050049127,20.0,120
3,2021-11-27 15:25:45.949721924,2021-11-27 15:26:15.949721924,56.96293992416666,-4.408790775833334,56.9629407,-4.4087963,56.962927,-4.4087882,0.06439680321944959,0.035664893772874545,0.0099999997764825,0.1835755924904411,8.193807841376287,0.3437581574281481,0.0,0.3437581574281481,0.3437581574281481,3.9980380050049136,8.919024545644905e-16,3.9980380050049127,3.9980380050049127,20.0,120
4,2021-11-27 15:26:15.949721924,2021-11-27 15:26:45.949721924,56.96269868666668,-4.4090438941666665,56.9629271,-4.4087871,56.9622964,-4.4091832,2.3754315778616513,1.1134179445749386,0.0141421353076294,4.0725912550601295,79.6651126300157,3.0046898930282437,1.328947461220274,4.339707546678733,0.3437581574281481,2.142933048668094,1.4715029943925402,3.9980380050049127,0.03712801944703714,20.0,120
5,2021-11-27 15:26:45.949721924,2021-11-27 15:27:15.949721924,56.961717955,-4.4088035183333325,56.9622878,-4.4091815,56.9610864,-4.408198,4.935937261427833,0.8874270143020547,3.357737287400588,6.078922667673982,149.3315951769148,2.733112980073785,1.0943281101174098,3.784602237109908,0.57311451846806,2.892139481498574,0.6729737910520528,3.9663877531011,1.2186576839970984,40.0,120
6,2021-11-27 15:27:15.949721924,2021-11-27 15:27:45.949721924,56.960485479166664,-4.407502043333333,56.9610764,-4.4081883,56.9598738,-4.4066549,5.597981404201261,0.4410379937762808,4.704731344159998,6.295792163139495,164.89353507689054,0.5587918283601413,0.6829069861629242,1.7867427748710947,0.0,0.500369802805756,0.5989045814426044,1.349638182069968,0.0,40.0,120
7,2021-11-27 15:27:45.949721924,2021-11-27 15:28:15.949721924,56.9592846475,-4.405754309166667,56.9598644,-4.4066396,56.9587204,-4.4048614,5.642156725484587,0.20521025358662529,5.317790924959253,6.251151850463248,168.7008512038836,3.0318838895975406,0.7893213901435133,3.9211883904152174,1.745593282397089,0.727608426356382,0.229358823839729,1.1535168779457452,0.35667201392652725,40.0,120
8,2021-11-27 15:28:15.949721924,2021-11-27 15:28:45.949721924,56.95811341083333,-4.403935871666666,56.9587123,-4.4048436,56.957483,-4.4030224,5.948072218189497,0.35146461267769324,5.478841187059655,6.612026830708207,177.8808765610998,3.313880373903553,0.7260326407003231,3.888566574642768,1.7254459154102533,0.3278819480773592,0.36069035731050814,1.2991774548416288,0.002940034664464899,40.0,120
9,2021-11-27 15:28:45.949721924,2021-11-27 15:29:15.949721924,56.95693262166666,-4.401940010000001,56.9574737,-4.4030041,56.9564062,-4.4009082,5.88718669381358,0.2436742333221695,5.292352818626058,6.400515578662314,175.60401384151885,1.88354655671066,0.27211422689126513,2.3031545731913865,1.5082378850604394,0.7504015232407081,0.4343275465794208,1.3266221229387478,0.008485359743898396,40.0,120
