window_id,start_time,end_time,center_lat,center_lon,start_lat,start_lon,end_lat,end_lon,avg_speed,speed_std,min_speed,max_speed,distance,avg_slope,slope_std,max_slope,min_slope,avg_cross_slope,cross_slope_std,max_cross_slope,min_cross_slope,dominant_landcover,sample_count
0,2021-11-25 12:01:34.640284912,2021-11-25 12:02:04.640284912,56.97234210743801,-4.42749103553719,56.9723341,-4.4274822,56.9723316,-4.42748,0.21436359150802395,0.14809732236353235,0.0299999993294477,0.945409971341388,14.89876178732611,2.813252297520385,0.0,2.813252297520385,2.813252297520385,6.059303889479625,8.918714851915906e-16,6.059303889479626,6.059303889479626,40.0,121
1,2021-11-25 12:02:04.640284912,2021-11-25 12:02:34.640284912,56.972375246666665,-4.427367766666666,56.9723318,-4.4274786,56.9725953,-4.4272067,1.4194951540500924,1.317692785002765,0.0223606792751976,3.350417863306133,50.54605240314074,3.243227743417579,1.7252448992974891,7.606310669637034,0.14519291413205637,5.265275356149359,1.4791976733465735,6.406045338784653,0.2079699360401204,40.0,120
2,2021-11-25 12:02:34.640284912,2021-11-25 12:03:04.640284912,56.9728467625,-4.427767325833332,56.9726,-4.4272183,56.9732275,-4.4279019,3.55376737277634,0.28750920487064613,2.966243357476129,4.174553795983618,101.65666423876783,6.070367223828979,1.1060919400305005,7.59897200789168,4.16762489875835,4.216201417183761,1.560373696668738,6.332378708823309,0.028318166193181716,40.0,120
3,2021-11-25 12:03:04.640284912,2021-11-25 12:03:34.640284912,56.973833999166665,-4.427314592499999,56.9732345,-4.4278985,56.9744636,-4.4265624,5.3912136497881304,0.8071485840685665,3.4839057123803405,6.400382670689364,160.7969836136249,5.15347615938584,0.7314344447214685,7.023344829638878,3.42964982092676,4.627702331758034,0.43981501381576116,5.26084208839932,3.4319497431610904,40.0,120
4,2021-11-25 12:03:34.640284912,2021-11-25 12:04:04.640284912,56.97493200583334,-4.425396916666667,56.9744713,-4.4265474,56.9753965,-4.424164,6.0319146481594546,0.47519613827123836,5.091659711446972,7.169783526149446,179.2552271853496,1.7722195227245303,0.7760523307860427,3.536969175154747,0.9453502954125342,4.355761502455943,0.6711057963282745,5.601460662832008,3.4073414854949657,40.0,120
5,2021-11-25 12:04:04.640284912,2021-11-25 12:04:34.640284912,56.97580595416667,-4.42311021,56.975403,-4.4241426,56.9763368,-4.4225733,5.508479278702181,0.36225196865749065,4.431895590301143,6.13860724613882,163.9759120552901,2.171639025155298,0.8445852322745871,3.6843702183631293,0.9596693521560972,2.7214689885946495,1.6456253251142006,4.348550086819461,0.019369863573682183,40.0,120
6,2021-11-25 12:04:34.640284912,2021-11-25 12:05:04.640284912,56.976721994166674,-4.421817481666666,56.9763434,-4.422561099999999,56.9772466,-4.4215034,4.550482052281887,0.5155224328418581,3.814131524911262,6.084118520447533,135.4875969385905,0.9231913825721291,0.5304209627903668,2.07399652335099,0.020694878371665303,2.9256382085729493,0.44236343738672124,3.9664566297191497,2.1495498625985703,40.0,120
7,2021-11-25 12:05:04.640284912,2021-11-25 12:05:34.640284912,56.9777716725,-4.42097482,56.977256,-4.4215085,56.9781085,-4.4200235,4.922491667655775,0.33134762194061923,4.277662704389895,5.519936342079647,146.42816940493205,1.5845468965523648,0.5979758578400535,2.5558867705590287,0.020590456451396875,1.621902606573397,0.4327508444821952,2.320203494661722,0.35954718769107363,40.0,120
8,2021-11-25 12:05:34.640284912,2021-11-25 12:06:04.640284912,56.97767104789916,-4.419036815966386,56.9781059,-4.4200031,56.97728,-4.4180619,5.164237288839012,0.4037418273852012,4.416435103954653,5.898042005250308,152.72698290618632,2.991424492489743,0.33589174199499416,3.53278813173026,2.2422036048516265,1.7039172738389834,0.8986191323487324,4.378732616625977,0.0031398927942878295,40.0,119
9,2021-11-25 12:06:04.640284912,2021-11-25 12:06:34.640284912,56.97789667768596,-4.4176380272727265,56.9772803,-4.4180437,56.9785695,-4.4173989,5.005917948198845,0.17572178322433998,4.623267093768149,5.268064194071623,154.80966516442456,3.5794918886484797,1.2063424842802029,4.753462718672644,0.05453319781589382,1.5479492361003868,1.5797436692746936,5.06720715709745,0.00015204891383221702,40.0,121
10,2021-11-25 12:06:34.640284912,2021-11-25 12:07:04.640284912,56.97929287416666,-4.41703654,56.9785808,-4.4173941,56.9800324,-4.4165025,5.75028230954919,0.43540790875638524,5.212945304593551,6.576153598449351,172.49780191296855,2.0426315517722946,0.38531430924572424,2.570522227764846,1.4274753290242443,0.8972296202113569,0.7648287417772495,2.2098330358025136,0.03441229931846345,40.0,120
11,2021-11-25 12:07:04.640284912,2021-11-25 12:07:34.640284912,56.9806397672269,-4.415536673109243,56.9800437,-4.416487,56.9812101,-4.4146149,5.949012612053172,0.2966686630647568,5.404534870340493,6.717038073400168,174.25382599729062,2.3698746992396553,0.2786178752098678,3.090204374608653,1.7834997339514131,2.4694157758254507,0.45047695296099755,3.3699136834811547,1.7096216207143868,40.0,119
12,2021-11-25 12:07:34.640284912,2021-11-25 12:08:04.640284912,56.98176389504132,-4.413782401652892,56.9812185,-4.4145999,56.9823866,-4.4132488,5.197588370996287,0.2041556258418647,4.822488780940543,5.993804861125937,159.0095158493039,1.4679069209445523,0.9945440930033538,2.79732366118151,0.20705672262445873,2.2972190595933415,0.6272471001634052,3.4115704469187276,1.6063571247253472,40.0,121
13,2021-11-25 12:08:04.640284912,2021-11-25 12:08:34.640284912,56.98307985833333,-4.41269103,56.982398,-4.4132437,56.9837276,-4.4119169,5.723084442533101,0.33992712627334243,4.973047100213064,6.3549823137663015,171.88068074460355,0.5987618259278509,0.4673613506266464,1.6813214290705683,0.0015374018538205376,3.002753509885545,0.8877817444414315,4.5475220375023415,1.377719368476491,40.0,120
