timestamp,longitude,latitude,speed_mps,acceleration_mps2,turn_rate_dps,heading_degrees,slope_magnitude,slope_aspect,landcover
0,116.00075113115368,39.00073322034209,10.496714153011231,0.4967141530112327,-0.6913215058559232,38.07617222424205,89.99742889404297,333.4349365234375,1.0
1,116.00143841600352,39.00161049831891,11.144402691111924,0.6476885381006925,7.615149282040127,38.07617222424205,89.99742889404297,333.4349365234375,1.0
2,116.00212866694388,39.002455417865846,10.910249316388589,-0.2341533747233359,-1.1706847847459028,39.24685700846052,89.99742889404297,333.4349365234375,1.0
3,116.00285233001738,39.00347334635032,12.48946213189598,1.5792128155073917,3.837173645764544,35.40968336280596,89.99742889404297,333.4349365234375,1.0
4,116.00350164319492,39.00448487660276,12.019987745961028,-0.4694743859349521,2.712800217929823,32.696883145188686,89.99742889404297,333.4349365234375,1.0
5,116.00416492260209,39.005431239927255,11.556570053148564,-0.4634176928124622,-2.328648767851284,35.025531912149745,89.99742889404297,333.4349365234375,2.0
6,116.0049932418646,39.00627144278938,11.7985323247146,0.2419622715660341,-9.56640122328899,44.59193313611436,89.99742889404297,333.4349365234375,1.0
7,116.00573479780635,39.00695325792167,10.073614492201568,-1.7249178325130328,-2.811437646204864,47.40337078124407,89.99742889404297,333.4349365234375,1.0
8,116.00638472915428,39.0075845797066,9.060783371867144,-1.0128311203344238,1.5712366629763694,45.83213412022824,89.99742889404297,333.4349365234375,1.0
9,116.00703492564855,39.00807643269304,8.152759296345932,-0.9080240755212108,-7.061518506676458,52.89365262551118,89.99742889404297,333.4349365234375,1.0
10,116.0078132934982,39.0086414824499,9.618408065267486,1.465648768921554,-1.1288815024326784,54.02253412811956,89.99742889404297,333.4349365234375,1.0
11,116.0086616406485,39.009108901669485,9.68593626995541,0.0675282046879238,-7.123740931067284,61.14627505950735,89.99742889404297,333.4349365234375,1.0
12,116.00945800010494,39.00955777985828,9.141553545430227,-0.5443827245251827,0.5546129485493304,60.59166211111151,89.99742889404297,333.4349365234375,1.0
13,116.01014085597431,39.00997274774582,7.990559968007925,-1.1509935774223028,1.87849009172836,58.71317201950598,0.0,-1.0,0.0
14,116.01078194595492,39.01034032495092,7.38992127808912,-0.600638689918805,-1.458468748966384,60.17164076743706,0.0,-1.0,0.0
15,116.01130881949392,39.01076834698003,6.788214665859723,-0.6017066122293969,9.261390922544688,50.9102498458179,0.0,-1.0,0.0
16,116.01187178012783,39.011145233287486,6.774717441121789,-0.0134972247379339,-5.288554644779502,56.19880449098347,0.0,-1.0,0.0
17,116.01254445552416,39.01149835049721,7.597262353224978,0.822544912103189,-6.104218249855111,62.30302274028949,0.0,-1.0,0.0
18,116.01328728785174,39.01173825913881,7.806125948229734,0.2088635950047554,-9.798350619398878,72.1013733597579,0.0,-1.0,0.0
19,116.01390021873831,39.01194790832593,6.477939899331303,-1.3281860488984305,0.9843061793456176,71.11706717996242,0.0,-1.0,0.0
20,116.01457945311851,39.01219164154385,7.2164064793267135,0.7384665799954104,0.8568414059498525,70.26022577450345,0.0,-1.0,0.0
21,116.0152538725834,39.01241382627576,7.100758196938473,-0.1156482823882405,-1.505518477946444,71.76574425137471,0.0,-1.0,0.0
22,116.015797854778,39.01255587827886,5.622236206571046,-1.4785219903674274,-3.5992210419735438,75.36496529468054,0.0,-1.0,0.0
23,116.01628313031718,39.01273174337476,5.161597435611258,-0.4606387709597875,5.285611131094578,70.07935416360488,0.0,-1.0,0.0
24,116.01682334302278,39.01283778220969,5.505215725179719,0.3436182895684614,-8.81520077681367,78.89455494017726,0.0,-1.0,0.0
25,116.01739880677871,39.0129307812145,5.829299694574514,0.324083969394795,-1.925411402081583,80.81996634222219,0.0,-1.0,0.0
26,116.01790233524824,39.01304000135652,5.152377694268555,-0.6769220003059587,3.0583814442043398,77.76158489694785,0.0,-1.0,0.0
27,116.018493985442,39.01321969995496,6.183377216764506,1.030999522495951,4.656400595580993,73.10518430317616,0.0,-1.0,0.0
28,116.01900934014893,39.01336115650077,5.344159693541868,-0.8392175232226385,-1.546061879256073,74.65124618174622,0.0,-1.0,0.0
29,116.01954188402355,39.01355737397718,5.675423124945432,0.3312634314035639,4.877725635611796,69.77352054499727,0.0,-1.0,0.0
30,116.02003231192948,39.01372910194248,5.196248887100142,-0.4791742378452899,-0.9282948833190856,70.70181542977821,0.0,-1.0,0.0
31,116.02051886691144,39.01384427246612,5.0,-1.1063349740060282,-5.981033120403354,76.68284854851548,0.0,-1.0,0.0
32,116.02106472361712,39.01404400984672,5.812525822394198,0.812525822394198,6.781200142854114,69.9016484068407,0.0,-1.0,0.0
33,116.02158449871789,39.01428766749538,5.740515700813864,-0.0720101215803338,5.01766448946012,64.88398391814565,0.0,-1.0,0.0
34,116.02215071653625,39.01451517560304,6.102151725861498,0.3616360250476341,-3.225598773025621,68.10958269081443,0.0,-1.0,0.0
35,116.0227128267664,39.014834246959005,6.463547331369912,0.3613956055084139,7.690182832329846,60.419399857484564,0.0,-1.0,0.0
36,116.02322342832429,39.01522468525015,6.42772129225996,-0.0358260391099515,7.823218279070031,52.59618157908491,0.0,-1.0,0.0
37,116.02359782908904,39.01555608239463,5.0,-2.6197451040897444,4.109512521876119,48.48666905779856,0.0,-1.0,0.0
38,116.0239874150774,39.015883195886246,5.087047068238172,0.0870470682381712,-1.4950367523293373,49.981705808301726,0.0,-1.0,0.0
39,116.02443554896992,39.01614276576375,5.178807844773674,0.0917607765355023,-9.937844573004464,59.91955038217325,0.0,-1.0,0.0
40,116.02486019147234,39.0164067330821,5.0,-0.2196718878375119,1.785562857558732,58.13398752577252,0.0,-1.0,0.0
41,116.02542524884996,39.0167234999878,6.477894044741516,1.477894044741516,-2.591351091368237,60.72533861608142,0.0,-1.0,0.0
42,116.02593144364432,39.01697881908986,5.669400441848329,-0.8084936028931876,-2.5087852179226826,63.23412383480453,0.0,-1.0,0.0
43,116.02651062220484,39.01729210560809,6.584802559550403,0.915402117702074,1.6437555482984223,61.590368285498165,0.0,-1.0,0.0
44,116.0270297713904,39.01760374562868,6.055042355783364,-0.5297602037670388,2.5663371655667806,59.02403111924706,0.0,-1.0,0.0
