timestamp,longitude,latitude,speed,heading
0.0,440293.70243926847,4428001.298584704,0.0,324.6029256160789
1.0,440293.12319971866,4428002.113742078,1.0,324.6029256160789
2.0,440291.96472061926,4428003.7440568255,2.0,324.60292562629934
3.0,440291.6825481853,4428006.730757131,3.0,354.60292562629934
4.0,440293.34785706113,4428010.367616539,4.0,24.60292562629934
5.0,440297.4236439302,4428013.263814287,5.0,54.60292562629934
6.0,440302.26587836316,4428013.721290745,4.863796769352818,84.60292562629934
7.0,440306.84594702977,4428011.624088695,5.0373887508602495,114.60292562629934
8.0,440309.72110802034,4428007.577906622,4.9636821106343385,144.60292562629934
9.0,440310.19904229254,4428002.519133102,5.081300098608384,174.60292562629934
10.0,440308.098998989,4427997.932859436,5.044213320524989,204.60292562629934
11.0,440304.0493533337,4427995.055237272,4.967931083483306,234.60292562629934
12.0,440299.06579117506,4427994.584408692,5.005753823474207,264.60292562629934
13.0,440294.34145303513,4427996.747671374,5.196063538254322,294.60292562629934
14.0,440291.5309868114,4428000.702809222,4.851992971248036,324.60292562629934
15.0,440291.05766601424,4428005.71275066,5.032250568769469,354.60292562629934
16.0,440293.0837864582,4428010.137584577,4.866653804202231,24.60292562629934
17.0,440297.08497631067,4428012.980774718,4.908487589034399,54.60292562629934
18.0,440302.0277815527,4428013.447752736,4.964815417404302,84.60292562629934
19.0,440306.506635509,4428011.39689665,4.926067746698418,114.60292562629934
20.0,440309.3833081284,4428007.348587278,4.9662917888195866,144.60292562629934
21.0,440309.85406131484,4428002.365823137,5.004952252952997,174.60292562629934
22.0,440307.79140034644,4427997.861188558,4.954422565818512,204.60292562629934
23.0,440303.80451785127,4427995.0281650275,4.890935938577261,234.60292562629934
24.0,440298.8311526324,4427994.558299816,4.995511476928774,264.60292562629934
25.0,440294.3485522869,4427996.610871364,4.930188213056679,294.60292562629934
26.0,440291.4382062194,4428000.706569006,5.024425678593564,324.60292562629934
27.0,440290.9630474772,4428005.735964473,5.051791227111301,354.60292562629934
28.0,440293.07551169064,4428010.349364101,5.074047809644057,24.60292562629934
29.0,440297.1997547158,4428013.279994124,5.059443927777993,54.60292562629934
30.0,440302.27216555615,4428013.759216799,5.094998145886869,84.60292562629934
31.0,440306.92254531273,4428011.629819477,5.114720406645221,114.60292562629934
32.0,440309.80258449615,4428007.576772377,4.972103829938635,144.60292562629934
33.0,440310.26539609046,4428002.678067316,4.920518858631501,174.60292562629934
34.0,440308.21116849483,4427998.191850336,4.934165968601843,204.60292562629934
35.0,440304.37354230136,4427995.464886269,4.707834728285502,234.60292562629934
36.0,440299.45587875607,4427995.000283547,4.93956176535912,264.60292562629934
37.0,440294.93663724937,4427997.069632991,4.970487995995151,294.60292562629934
38.0,440292.01431446575,4428001.182185331,5.045102298749864,324.60292562629934
39.0,440291.53363387927,4428006.270027664,5.110498353690256,354.60292562629934
40.0,440293.617565765,4428010.821115688,5.00551439056243,24.60292562629934
41.0,440297.6526053754,4428013.688358999,4.950013015961512,54.60292562629934
42.0,440302.67918823095,4428014.163252016,5.048966090321292,84.60292562629934
43.0,440307.28065412934,4428012.056252227,5.060922497301843,114.60292562629934
44.0,440310.1530678996,4428008.013936286,4.958939305508609,144.60292562629934
45.0,440310.6127989645,4428003.147837593,4.887767295947253,174.60292562629934
46.0,440308.50470763166,4427998.543987878,5.063544339181118,204.60292562629934
47.0,440304.37724574085,4427995.611070574,5.063392693732868,234.60292562629934
48.0,440299.4589377771,4427995.14640697,4.940209053430528,264.60292562629934
49.0,440294.9780058797,4427997.198214539,4.9283531703307775,294.60292562629934
50.0,440292.1640073189,4428001.158323406,4.858091203046737,324.60292562629934
51.0,440291.6960558724,4428006.111432074,4.975164723358525,354.60292562629934
52.0,440293.76460241637,4428010.62892013,4.968559464113119,24.60292562629934
53.0,440297.8290142201,4428013.517034915,4.986045559170637,54.60292562629934
54.0,440302.87035212235,4428013.993321935,5.063786840841018,84.60292562629934
55.0,440307.3716422874,4428011.932192365,4.9507442119925384,114.60292562629934
56.0,440310.2800098632,4428007.839279033,5.021010007652412,144.60292562629934
57.0,440310.74391601747,4428002.928988424,4.932155998174176,174.60292562629934
58.0,440308.65133399336,4427998.3590094065,5.026291649423512,204.60292562629934
59.0,440304.5548328263,4427995.448092365,5.02541140967517,234.60292562629934
60.0,440299.53786070546,4427994.974107334,5.039312559286644,264.60292562629934
61.0,440294.95618429326,4427997.0720455665,5.039157029878444,294.60292562629934
62.0,440292.0998742057,4428001.091698974,4.931137884279704,324.60292562629934
63.0,440291.6295808793,4428006.069595653,5.0000631148906844,354.60292562629934
64.0,440293.7092543931,4428010.611383841,4.995285965194267,24.60292562629934
65.0,440297.72822129045,4428013.467206104,4.930295702984255,54.60292562629934
66.0,440302.76943362696,4428013.94348126,5.063660715966872,84.60292562629934
67.0,440307.17584388645,4428011.925796963,4.84639054313434,114.60292562629934
68.0,440310.02109775314,4428007.9217028525,4.912050408568208,144.60292562629934
69.0,440310.4956682505,4428002.898533759,5.0455371270700775,174.60292562629934
70.0,440308.44007058494,4427998.40932469,4.9374568174322775,204.60292562629934
71.0,440304.3911621074,4427995.532226355,4.9670267455535315,234.60292562629934
72.0,440299.3071893715,4427995.051911353,5.106611526220452,264.60292562629934
73.0,440294.57169456215,4427997.220282647,5.208334201650675,294.60292562629934
74.0,440291.6243366814,4428001.3680666005,5.088322926822752,324.60292562629934
75.0,440291.1630347139,4428006.250792769,4.904468813477688,354.60292562629934
76.0,440293.2442928928,4428010.796041699,4.999092262306366,24.60292562629934
77.0,440297.3367055444,4428013.704053499,5.02039579477453,54.60292562629934
78.0,440302.291708482,4428014.172183909,4.977067429007524,84.60292562629934
79.0,440306.7756719397,4428012.118988196,4.931687432048588,114.60292562629934
80.0,440309.6962205639,4428008.008932611,5.0420393873241265,144.60292562629934
81.0,440310.1549360684,4428003.153583284,4.8769700641949525,174.60292562629934
82.0,440308.06412689417,4427998.587475984,5.0220333405756525,204.60292562629934
83.0,440304.0981015799,4427995.769273278,4.865349246317831,234.60292562629934
84.0,440299.01125031186,4427995.288686324,5.109502876368031,264.60292562629934
85.0,440294.41152395884,4427997.394889579,5.059009258197306,294.60292562629934
86.0,440291.4728378797,4428001.530469803,5.073351915884979,324.60292562629934
87.0,440291.0183817479,4428006.340735103,4.831685278315416,354.60292562629934
88.0,440293.1084763535,4428010.90528186,5.020316977750334,24.60292562629934
89.0,440297.3177961967,4428013.896366293,5.16381250830468,54.60292562629934
90.0,440302.32713418454,4428014.369630078,5.031644431750214,84.60292562629934
91.0,440306.9248908569,4428012.264328735,5.056842904869826,114.60292562629934
92.0,440309.8547111058,4428008.141225295,5.058045933667466,144.60292562629934
93.0,440310.32762171736,4428003.135625534,5.027889558921586,174.60292562629934
94.0,440308.18732343893,4427998.461439236,5.140904031652486,204.60292562629934
95.0,440304.168740177,4427995.605889579,4.929825075539211,234.60292562629934
96.0,440299.1387457422,4427995.130674249,5.052392861219275,264.60292562629934
97.0,440294.5419777632,4427997.235522872,5.055755490415839,294.60292562629934
98.0,440291.595979727,4428001.381393132,5.085975289098932,324.60292562629934
99.0,440291.1267807746,4428006.347706229,4.988427952530148,354.60292562629934
100.0,440293.08136053884,4428010.616302827,4.6948161811361,24.60292562629934
101.0,440297.1378531457,4428013.4987903405,4.9763306291140905,54.60292562629934
102.0,440302.08370735066,4428013.966056412,4.967877957275636,84.60292562629934
103.0,440306.73720162176,4428011.835232961,5.118145905578651,114.60292562629934
104.0,440309.59942759847,4428007.807254189,4.941351083953694,144.60292562629934
