window_id,start_time,end_time,center_lat,center_lon,start_lat,start_lon,end_lat,end_lon,avg_speed,speed_std,min_speed,max_speed,distance,avg_slope,slope_std,max_slope,min_slope,avg_cross_slope,cross_slope_std,max_cross_slope,min_cross_slope,dominant_landcover,sample_count
0,2021-11-29 12:19:30.748976074,2021-11-29 12:20:00.748976074,56.936300593333335,-4.500261770833333,56.9363236,-4.5001655,56.936265,-4.5004747,0.7428603658878139,0.6290696848135942,0.0141421353076294,1.8738463174343585,23.515430624094222,0.38043593188790914,0.49298875540651355,3.1396692772500607,0.008141489516751706,2.981896409708125,0.4043712395782353,3.1409334524598913,0.08947662334512213,20.0,120
1,2021-11-29 12:20:00.748976074,2021-11-29 12:20:30.748976074,56.93624477272727,-4.500532870247933,56.9362657,-4.5004769,56.9361344,-4.500765299999999,0.9356917029482044,0.9295419889696594,0.0447213585503954,3.2031546934361117,33.613233799862876,1.3137658278927926,0.15490390043381178,1.9339478374410437,1.2406154296647627,2.2304217132690254,0.11271240274697315,2.311071094188081,1.7119970544940517,20.0,121
2,2021-11-29 12:20:30.748976074,2021-11-29 12:21:00.748976074,56.93569639833333,-4.501210475833333,56.9361289,-4.5007764,56.9352061,-4.5016508,3.860252399756414,0.3678129975954997,3.230479630623782,4.565709088814216,118.23350815374584,1.3061775623493708,0.34369718070715044,2.3151613550371493,0.5077093338423722,3.838474692314093,1.2454994923569407,6.362641621470181,1.8301848572971293,20.0,120
3,2021-11-29 12:21:00.748976074,2021-11-29 12:21:30.748976074,56.93471015333333,-4.5023033791666665,56.9351983,-4.5016623,56.9341873,-4.5029682,4.594805125237467,0.31574643058662,3.938552853472644,5.2167420710922405,140.195683355592,2.4494543499622115,0.9763093306349867,3.9506309374059074,0.0035153832865931324,5.995183767710627,1.022315960227911,8.224323475076316,4.348006433042066,20.0,120
4,2021-11-29 12:21:30.748976074,2021-11-29 12:22:00.748976074,56.93370974833333,-4.503822541666666,56.9341753,-4.5029769,56.9333199,-4.5048084,5.077340256075089,0.2227646698099031,4.616416118617096,5.75875855905813,155.92358446003388,1.6183827712316978,0.9316666182697334,3.00177489761636,0.04390054651535415,5.275791320274748,0.777107074250799,6.588645115998107,4.208478428166632,20.0,120
5,2021-11-29 12:22:00.748976074,2021-11-29 12:22:30.748976074,56.932857755833325,-4.5055303491666665,56.9333108,-4.50482,56.9324399,-4.5062564,4.44204051668062,0.5388847926472322,3.2229952983342622,5.373983601375103,134.88434956937326,1.1621772469780287,0.9162680950382416,2.8847158795471697,0.04436060380125783,3.1072969558494568,0.4679896347446341,4.578916284519193,1.578449432547334,40.0,120
6,2021-11-29 12:22:30.748976074,2021-11-29 12:23:00.748976074,56.93214949749999,-4.506933923333333,56.9324377,-4.5062623,56.9317814,-4.5077006,3.5170916007752564,0.6798079847450682,2.248910825193712,4.550955847936516,117.30123264305269,0.780628910022841,0.6368639230482864,2.2062608574065083,0.0110379897699222,3.0012209395865193,0.3764118244839993,3.6354593165429407,2.1970161942299122,40.0,120
7,2021-11-29 12:23:00.748976074,2021-11-29 12:23:30.748976074,56.931411785833326,-4.508532013333333,56.9317772,-4.5077202,56.9309127,-4.5093195,4.586139363255308,0.6516041156628215,3.318086686134987,5.447127557201152,140.47056149862607,2.827597506933936,2.059784486488882,5.332763542466178,0.08680679492246855,3.4292051963003245,0.6601887945686348,4.394542226005704,2.516185592901757,40.0,120
8,2021-11-29 12:23:30.748976074,2021-11-29 12:24:00.748976074,56.93040757916666,-4.509990135,56.9309014,-4.509328,56.9301395,-4.5109249,4.754988060459478,0.40392298942262894,4.154190537621657,5.568213166585664,142.21633927247282,5.052842131369505,2.134861528401742,7.252601406256225,0.19587786483369615,4.850745126650019,1.8769726218024283,7.794350922933059,2.5643123861448593,20.0,120
9,2021-11-29 12:24:00.748976074,2021-11-29 12:24:30.748976074,56.92989513583333,-4.5120189125,56.9301377,-4.5109426,56.9297178,-4.5131187,4.646978727027615,0.28041004639809103,4.009014849678811,5.178802809615203,145.7799837822452,1.9193841724152472,1.7312632814652593,5.420860306010119,0.014217707306600923,6.424470453656477,0.4197361587976497,6.968606220414373,5.299178432479037,20.0,120
