window_id,start_time,end_time,center_lat,center_lon,start_lat,start_lon,end_lat,end_lon,avg_speed,speed_std,min_speed,max_speed,distance,avg_slope,slope_std,max_slope,min_slope,avg_cross_slope,cross_slope_std,max_cross_slope,min_cross_slope,dominant_landcover,sample_count
0,2021-11-25 12:34:20.154679932,2021-11-25 12:34:50.154679932,56.972298004958674,-4.427465740495868,56.9723075,-4.4274665,56.9722877,-4.4274562,0.17112782870752327,0.08952871792144282,0.0141421353076294,0.4205947927480054,7.971130525289311,0.19159194160552123,0.007430032600300552,0.27264684269970907,0.190916484096403,6.407078151641328,0.024556693116226446,6.674969349272889,6.404845724994398,40.0,121
1,2021-11-25 12:34:50.154679932,2021-11-25 12:35:20.154679932,56.9722921475,-4.427438559166666,56.9722877,-4.4274566,56.9722986,-4.4274242,0.15484201976579187,0.07568031401508546,0.0199999995529651,0.3452535333214375,7.052682390351741,0.19091648409640302,2.787195170514033e-17,0.190916484096403,0.190916484096403,6.404845724994399,8.919024545644905e-16,6.404845724994398,6.404845724994398,40.0,120
2,2021-11-25 12:35:20.154679932,2021-11-25 12:35:50.154679932,56.972412157499996,-4.427238411666666,56.972299,-4.4274244,56.9726284,-4.4272517,1.6852012240544623,0.8097323023609013,0.0499999988824128,3.112715680489643,51.308606488347294,3.195797512107914,2.595794364059569,7.538823053036961,0.06624829819100703,4.840976986279651,1.8880713754731322,6.407348049533875,0.1869634567352625,40.0,120
3,2021-11-25 12:35:50.154679932,2021-11-25 12:36:20.154679932,56.972880231666664,-4.427812010833334,56.9726322,-4.427264,56.9732485,-4.4279164,3.218976455227533,0.19868940477652422,2.7915766136182465,3.6695639478182183,98.28912165018747,6.016504888686912,1.2133488868009343,7.598064897191216,3.651558884833888,4.19973926640955,1.6890857833729571,6.675727017181082,0.12077795050620752,40.0,120
4,2021-11-25 12:36:20.154679932,2021-11-25 12:36:50.154679932,56.97384220833333,-4.427309725,56.9732561,-4.4279118,56.9744742,-4.4265245,5.354222343016428,0.8725651476575975,3.4740465444129973,6.470741560416813,161.23272788791218,5.07643248236364,0.7352538623179685,6.803458176605722,3.3081014179210757,4.696262710579606,0.43949799965967123,5.4308311195273165,3.8494945739376467,40.0,120
5,2021-11-25 12:36:50.154679932,2021-11-25 12:37:20.154679932,56.97494374916667,-4.425424831666667,56.9744829,-4.426508699999999,56.9753508,-4.424316,5.549920147945488,0.43195486038205666,4.583841208618606,6.441117732094519,166.3306411880348,1.6919650410233706,0.7629484740637387,3.5069218264825097,0.8627931616211139,4.272616650552802,0.6476213559549675,5.5537414278751465,3.4217870390131915,40.0,120
6,2021-11-25 12:37:20.154679932,2021-11-25 12:37:50.154679932,56.97572560333333,-4.42325129,56.9753564,-4.424296099999999,56.976262,-4.4227195,5.37756993398837,0.442303400702599,4.303765569653747,6.387268455832571,161.08407358221268,2.173480289835006,0.9801701767756118,3.757653318827844,0.97740444602702,2.8256523867511314,1.6679785722217169,4.320711538149894,0.013264252587164873,40.0,120
7,2021-11-25 12:37:50.154679932,2021-11-25 12:38:20.154679932,56.97654271,-4.4220209441666665,56.9762691,-4.4227069,56.97687,-4.4214588,3.535027391160539,0.5172080128308039,2.7498544326402223,4.91855658743973,105.66468068154748,1.115074506098018,0.5886966029838508,2.2966538852611924,0.16693430227827344,3.0408064377354216,0.4092424012502614,3.8713211833342687,1.9640412400849983,40.0,120
8,2021-11-25 12:38:20.154679932,2021-11-25 12:38:50.154679932,56.97750990083333,-4.42125744,56.9768784,-4.4214552,56.9780704,-4.4205221,5.273966868652284,0.48509376942623145,3.8126629158106566,6.1403013678300375,159.38000342521354,1.380518488357931,0.590460002655199,2.2505658675609403,0.030124107009347232,1.8391446707036503,0.43435329410899576,2.755102390204656,1.2816510712157088,40.0,120
9,2021-11-25 12:38:50.154679932,2021-11-25 12:39:20.154679932,56.97772026416667,-4.419176769999999,56.9780769,-4.4205021,56.9772554,-4.4179884,6.378415554183897,0.723050329972936,4.553877263674369,7.458270215687708,190.326864760445,2.888093118553266,0.453578087314263,3.608856231730194,1.8004691874261316,1.716208019182505,0.9018847065644917,4.412481103139956,0.02195605773421456,40.0,120
